D1,D2,D3,D4,D4_1,D4_2,p2q1 [OS1],p2q1 [OS2],p2q1 [OS3],p2q2 [OA1],p2q2 [OA2],p3q1E [OD1],p3q1E [OD2],p3q1E [OD3],p3q1E [OD4],p3q1E [OD5],p3q1T [OD1],p3q1T [OD2],p3q1T [OD3],p3q1T [OD6],p3q1T [OD4],p3q1T [OD5],p3q2E [OD_E1],p3q2E [OD_E2],p3q2E [OD_E3],p3q2E [OD_E4],p3q2T [OD_E1],p3q2T [OD_E2],p3q2T [OD_E3],p3q2T [OD_E5],p3q2T [OD_E4],p4q1T [1],p4q1T [2],p4q1T [3],p4q1T [4],p4q1T [5],p4q1T [6],p4q1T [7],p4q1T [8],p4q1T_O,p4q1E [1],p4q1E [2],p4q1E [3],p4q1E [4],p4q1E [5],p4q1E [6],p4q1E [7],p4q1E_O,p4q2,p4q2_O,p5q1 [SQ002],p5q1 [SQ001],p5q1 [SQ004],p5q1 [SQ005],p5q1_N,p5q2 [1],p5q2 [2],p5q2 [3],p5q2 [4],p5q2 [5],p5q2 [6],p5q2 [7],p5q2 [8],p5q2 [9],p6q1 [1],p6q1 [2],p6q1 [3],p6q1 [4],p6q2E [1],p6q2E [2],p6q2E [3],p6q2E [4],p6q2T [1],p6q2T [2],p6q2T [3],p6q2T [4],p7q1E [1],p7q1E [2],p7q1E [3],p7q1E [4],p7q1E [5],p7q1T [1],p7q1T [2],p7q1T [3],p7q2,p8q1 [1],p8q1 [2],p8q1 [3],p8q1 [4],p8q1 [5],p8q1 [6],p8q2 [1],p8q2 [2],p8q2 [3],p8q2 [4],p8q2 [5],p8q2 [6],p8q2 [7],p8q3 [1],p8q3 [2],p8q3 [3],p8q3 [4]
Female,Italy,more than 20 years,Experiment,> 500 members,,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neutral,No,Yes,No,No,No,No,No,No,No,No,No,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Neutral,Somewhat affect,Affect a lot,Affect a lot,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,,,,,Very unhelpful,Very unhelpful,Somewhat unhelpful,Somewhat helpful,Very unhelpful,,,,,Twice a year,Less than once a year,Monthly,Once every 3 months,Daily,Less than once a year,Moderately satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,No experience,Moderately satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
Male,Italy,more than 20 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,No,No,Yes,Yes,No,No,No,No,No,No,No,Strongly agree,Neutral,Somewhat agree,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Affect a lot,Affect a lot,Neutral,Somewhat affect,Somewhat affect,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,Somewhat unhelpful,Very unhelpful,Neutral,Somewhat unhelpful,Somewhat unhelpful,,,,,Daily,Daily,Weekly,Weekly,Daily,Weekly,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,Very satisfied,Very satisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
Male,Bulgaria,16 - 20 years,Experiment,101 - 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,Yes,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Neutral,Affect a lot,Somewhat affect,Neutral,Not at all affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Monthly,Less than once a year,Monthly,Less than once a year,Monthly,Less than once a year,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
Female,Canada,16 - 20 years,Experiment,> 500 members,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Yes,No,No,Yes,No,No,No,No,No,No,No,Neutral,Neutral,Somewhat agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,Yes,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Affect a lot,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neutral,Somewhat disagree,Strongly agree,,,,,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Somewhat unhelpful,,,,,Weekly,Less than once a year,Daily,Weekly,Daily,Once a year,Very satisfied,No experience,Very satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Somewhat affect,Affect a lot
Male,Ukraine,more than 20 years,Theory,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,No,No,No,No,No,No,No,No,No,No,Yes,,,,,Strongly agree,Somewhat agree,Neutral,Neutral,Neutral,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,Neutral,Neutral,Neutral,Somewhat agree,,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,No experience,No experience,No experience,No experience,No experience,No experience,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Neutral
Male,France,more than 20 years,Experiment,20 - 50 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Yes,Yes,No,No,No,No,No,No,No,No,No,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Affect a lot,Somewhat affect,Neutral,Neutral,Neutral,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Less than once a year,Less than once a year,Twice a year,Once every 3 months,Weekly,Monthly,No experience,No experience,Moderately satisfied,No experience,No experience,Very satisfied,Moderately satisfied,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect
Prefer not to say,France,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Neutral,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral,,,,,Daily,Less than once a year,Weekly,Weekly,Daily,Daily,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,Moderately satisfied,Neutral,Somewhat affect,Somewhat affect,Somewhat affect
Male,France,more than 20 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Yes,Yes,No,No,No,No,No,No,No,No,No,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Neutral,Affect a lot,Neutral,Somewhat affect,Affect a lot,Neutral,Rarely affect,Somewhat affect,Somewhat affect,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,,,,difficult to answer in such general sense,Weekly,Daily,Weekly,Monthly,Daily,Once every 3 months,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Very satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
Male,Switzerland,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,,The HEP community as a whole should decide and set practices.,,No,No,Yes,No,,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Neutral,Neutral,Affect a lot,Neutral,Strongly agree,Neutral,Somewhat disagree,Strongly disagree,Somewhat agree,Neutral,Somewhat agree,,,,,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,,,,,Once every 3 months,Monthly,Daily,Weekly,Daily,Less than once a year,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Very satisfied,No experience,Affect a lot,Neutral,Affect a lot,Affect a lot
Male,United States of America,5 - 10 years,Experiment,> 500 members,,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each individual researcher should decide for their work autonomously.,,No,No,Yes,No,,Affect a lot,Rarely affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Strongly agree,Neutral,Neutral,,,,,Somewhat unhelpful,Somewhat unhelpful,Neutral,Somewhat helpful,Somewhat unhelpful,,,,,Monthly,Once a year,Once every 3 months,Less than once a year,Weekly,Less than once a year,Moderately dissatisfied,No experience,Moderately satisfied,No experience,No experience,Moderately satisfied,No experience,Neutral,Somewhat affect,Affect a lot,Somewhat affect
Male,Canada,more than 20 years,Experiment,101 - 500 members,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Neutral,Neutral,Somewhat disagree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,When the data are in a form that is easily comprehensible and small enough in scale. Releasing petabytes of raw data is utterly useless and extremely expensive.,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Affect a lot,Not at all affect,Not at all affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Neutral,Not at all affect,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,,,,,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,,,,,Weekly,Less than once a year,Less than once a year,Daily,Weekly,Monthly,Moderately satisfied,Very dissatisfied,Very dissatisfied,Very satisfied,Very dissatisfied,Moderately satisfied,Very satisfied,Not at all affect,Affect a lot,Affect a lot,Affect a lot
Male,South Africa,less than 5 years,Experiment,> 500 members,,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Somewhat agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Somewhat affect,Rarely affect,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,Rarely affect,Rarely affect,Rarely affect,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Neutral,Somewhat unhelpful,,,,,Weekly,Less than once a year,Weekly,Monthly,Weekly,Less than once a year,Very satisfied,No experience,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
Male,United States of America,more than 20 years,Experiment,101 - 500 members,,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,Yes,Yes,No,No,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,Somewhat disagree,Neutral,Neutral,,,,,Neutral,Neutral,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,,,,,Less than once a year,Less than once a year,Daily,Daily,Weekly,Daily,No experience,No experience,Moderately satisfied,Very satisfied,No experience,Very satisfied,Moderately satisfied,Not at all affect,Not at all affect,Somewhat affect,Somewhat affect
Male,France,16 - 20 years,Experiment,101 - 500 members,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,No,No,No,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,,,,,Very helpful,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful,Neutral,,,,,Twice a year,Once a year,Once every 3 months,Once every 3 months,Twice a year,Once a year,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,No experience,Moderately satisfied,Moderately satisfied,Somewhat affect,Affect a lot,Somewhat affect,Neutral
Male,France,5 - 10 years,Experiment,< 20 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,No,No,No,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Rarely affect,Somewhat affect,Rarely affect,Somewhat affect,Somewhat affect,Rarely affect,Neutral,Somewhat affect,Somewhat affect,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,,,,,Somewhat helpful,Somewhat unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,,,,,Once every 3 months,Less than once a year,Monthly,Weekly,Once every 3 months,Less than once a year,Very satisfied,No experience,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Rarely affect
Male,Italy,5 - 10 years,Experiment,< 20 members,,Neutral,Neutral,Somewhat agree,Neutral,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,Somewhat disagree,Somewhat disagree,Neutral,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,,,,,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Very unhelpful,,,,,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Once every 3 months,Less than once a year,No experience,No experience,No experience,No experience,No experience,Moderately satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
Prefer not to say,United States of America,11 - 15 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,No,No,Yes,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,Affect a lot,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Neutral,Somewhat disagree,Strongly agree,,,,,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,,,,,Daily,Weekly,Monthly,Daily,Daily,Weekly,Very satisfied,Very satisfied,Moderately dissatisfied,Very satisfied,No experience,Very satisfied,Very satisfied,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
Male,United States of America,5 - 10 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,No,No,No,No,No,No,No,No,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,Yes,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Rarely affect,Affect a lot,Neutral,Neutral,Affect a lot,Somewhat affect,Affect a lot,Neutral,Neutral,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Very helpful,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful,,,,,Daily,Daily,Weekly,Weekly,Monthly,Monthly,Very satisfied,Very satisfied,Moderately satisfied,Very satisfied,No experience,Moderately satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot
Male,United States of America,more than 20 years,Experiment,> 500 members,,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat disagree,Neutral,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,Yes,No,No,No,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Neutral,,,,,Somewhat helpful,Somewhat unhelpful,Neutral,Neutral,Somewhat unhelpful,,,,,Daily,Less than once a year,Daily,Daily,Daily,Less than once a year,Very satisfied,No experience,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Affect a lot,Somewhat affect,Somewhat affect,Rarely affect
Male,Colombia,less than 5 years,Experiment,< 20 members,,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,No,No,No,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,,,,,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful,,,,,Less than once a year,Less than once a year,Less than once a year,Once every 3 months,Weekly,Less than once a year,No experience,No experience,No experience,Moderately satisfied,Very satisfied,Moderately satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
Male,United States of America,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,No,No,No,No,Yes,No,No,No,No,No,No,Neutral,Neutral,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,The HEP community as a whole should decide and set practices.,,No,No,Yes,No,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Affect a lot,Neutral,Strongly agree,Strongly agree,Somewhat disagree,Neutral,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,,,,,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,Very unhelpful,,,,,Weekly,Weekly,Daily,Monthly,Daily,Less than once a year,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Very satisfied,No experience,Not at all affect,Affect a lot,Affect a lot,Affect a lot
