Gender,D2,D3,D4,D4_1,D4_2,p2q1 [OS1],p2q1 [OS2],p2q1 [OS3],p2q2 [OA1],p2q2 [OA2],p3q1E [OD1],p3q1E [OD2],p3q1E [OD3],p3q1E [OD4],p3q1E [OD5],p3q1T [OD1],p3q1T [OD2],p3q1T [OD3],p3q1T [OD6],p3q1T [OD4],p3q1T [OD5],p3q2E [OD_E1],p3q2E [OD_E2],p3q2E [OD_E3],p3q2E [OD_E4],p3q2T [OD_E1],p3q2T [OD_E2],p3q2T [OD_E3],p3q2T [OD_E4],p3q2T [OD_E5],p4q1T [1],p4q1T [2],p4q1T [3],p4q1T [4],p4q1T [5],p4q1T [6],p4q1T [7],p4q1T [8],p4q1T_O,p4q1E [1],p4q1E [2],p4q1E [3],p4q1E [4],p4q1E [5],p4q1E [6],p4q1E [7],p4q1E_O,p4q2,p4q2_O,p5q1 [SQ002],p5q1 [SQ001],p5q1 [SQ004],p5q1 [SQ005],p5q1_N,p5q2 [1],p5q2 [2],p5q2 [3],p5q2 [4],p5q2 [5],p5q2 [6],p5q2 [7],p5q2 [8],p5q2 [9],p6q1 [1],p6q1 [2],p6q1 [3],p6q1 [4],p6q2E [1],p6q2E [2],p6q2E [3],p6q2E [4],p6q2T [1],p6q2T [2],p6q2T [3],p6q2T [4],p7q1E [1],p7q1E [2],p7q1E [3],p7q1E [4],p7q1E [5],p7q1T [1],p7q1T [2],p7q1T [3],p7q2,p8q1 [1],p8q1 [2],p8q1 [3],p8q1 [4],p8q1 [5],p8q1 [6],p8q2 [1],p8q2 [2],p8q2 [3],p8q2 [4],p8q2 [5],p8q2 [6],p8q2 [7],p8q3 [1],p8q3 [2],p8q3 [3],p8q3 [4]
M,Russian Federation,Senior,EX,101 - 500 ,,5,5,4,5,5,N,N,N,N,Y,N,N,N,N,N,N,5,5,5,1,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,individual,,N,Y,N,N,,2,1,4,4,5,5,4,4,1,4,3,3,2,4,3,3,3,,,,,5,5,4,5,4,,,,,,,,,,,,,,,,,,,,,
M,Andorra,Junior,EX,< 20 ,,3,3,3,3,3,N,Y,N,N,N,N,N,N,N,N,N,3,3,3,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,Y,N,N,N,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,
M,United States of America,Junior,EX,> 500 ,,5,4,4,3,3,N,N,N,N,Y,N,N,N,N,N,N,5,5,3,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,Y,N,N,,funder,,Y,Y,N,N,,4,4,4,5,5,5,5,3,3,1,5,2,4,5,2,4,4,,,,,1,2,3,4,4,,,,,,,,,,,,,,,,,,,,,
M,Poland,Junior,EX,101 - 500 ,,4,4,5,4,3,Y,Y,N,N,N,N,N,N,N,N,N,3,2,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,Y,N,N,,collab,,Y,Y,N,N,,5,4,3,4,3,4,5,5,4,4,5,4,4,4,4,3,2,,,,,2,4,4,4,2,,,,,,,,,,,,,,,,,,,,,
F,China,Junior,Other,,Library and Information Science,5,5,5,2,2,Y,Y,Y,Y,N,N,N,N,N,N,N,5,5,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,individual,,Y,Y,N,N,,5,4,2,4,3,2,4,1,3,5,5,4,4,,,,,2,4,4,4,5,5,5,5,5,,,,,Daily,Weekly,Monthly,Weekly,Weekly,Once every 3 months,5,4,2,4,5,5,2,5,5,3,3
M,Switzerland,Senior,Other,,accelerator physics,5,5,5,4,4,Y,N,N,N,Y,N,N,N,N,N,N,4,4,5,3,,,,,NA,N,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,,community,,Y,Y,N,N,,4,5,4,5,5,5,5,5,3,4,5,2,2,,,,,2,5,2,2,3,3,2,1,2,,,,,Less than once a year,Less than once a year,Less than once a year,Monthly,Daily,Once a year,5,4,3,0,5,4,4,5,5,5,3
M,Germany,Junior,Other,,Computer Science,5,5,4,5,4,Y,N,N,N,N,N,N,N,N,N,N,3,4,3,2,,,,,NA,N,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,,funder,,Y,Y,N,N,,3,4,4,5,2,2,4,4,4,1,5,2,4,,,,,4,2,4,4,4,5,5,4,4,,,,,Monthly,Daily,Daily,Monthly,Weekly,Less than once a year,4,5,5,5,0,5,4,4,4,5,4
M,Sweden,Junior,Other,,IT,5,3,5,3,3,Y,N,N,N,N,N,N,N,N,N,N,4,4,5,2,,,,,NA,Y,Y,N,N,Y,N,N,N,,N,N,N,N,N,N,N,,funder,,Y,Y,N,N,,4,5,1,2,4,4,4,2,4,2,5,2,1,,,,,4,2,5,5,5,5,3,2,4,,,,,Daily,Weekly,Daily,Daily,Weekly,Less than once a year,5,4,5,5,0,5,0,4,5,5,4
M,Hungary,Junior,Other,,EX and TH,4,4,4,2,2,Y,Y,N,N,N,N,N,N,N,N,N,2,2,4,2,,,,,NA,N,N,N,N,Y,N,Y,Y,The big question is: what to share. Calibrated tracks of filtered events that lead to the given result? Or the points that are on the published figures? It is a big difference!,N,N,N,N,N,N,N,,community,,Y,Y,N,N,,4,3,1,5,4,5,2,5,3,3,5,2,2,,,,,2,4,2,4,3,1,3,4,1,,,,Reviewers have barely time to review the paper. They simply will Nt review any code or complicated content.,Weekly,Less than once a year,Weekly,Daily,Daily,Monthly,4,0,4,4,0,4,4,4,4,5,4
M,Poland,Junior,Other,,PheNmeNlogy,5,5,5,5,5,Y,Y,Y,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,Y,N,N,N,,N,N,N,N,N,N,N,,collab,,Y,Y,N,N,,4,4,3,5,3,3,3,4,4,1,5,2,4,,,,,3,4,2,4,5,4,4,4,3,,,,,Weekly,Monthly,Daily,Weekly,Daily,Monthly,5,4,5,5,0,5,4,5,5,5,5
M,France,Junior,Other,,PheNmeNlogy,5,5,5,5,4,Y,Y,Y,Y,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,,community,,Y,Y,N,N,,4,5,4,5,5,5,2,3,3,2,5,4,4,,,,,2,5,2,2,3,3,3,3,3,,,,,Monthly,Less than once a year,Once every 3 months,Weekly,Weekly,Weekly,5,0,5,4,5,5,5,4,4,5,4
M,Germany,Senior,Other,,,5,5,5,4,4,Y,Y,Y,Y,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,Y,Y,N,N,,N,N,N,N,N,N,N,,funder,,Y,Y,N,N,,5,5,4,5,5,4,5,5,3,2,5,1,2,,,,,4,4,4,5,5,5,4,5,5,,,,,Daily,Monthly,Daily,Less than once a year,Monthly,Less than once a year,5,2,3,0,0,5,0,5,4,5,5
M,Netherlands,Junior,Other,,Computer techNlogies,5,5,5,4,4,Y,Y,Y,Y,N,N,N,N,N,N,N,5,5,5,2,,,,,NA,N,Y,Y,Y,Y,N,N,N,,N,N,N,N,N,N,N,,funder,,N,Y,N,N,,4,5,1,2,2,2,2,4,2,4,5,1,1,,,,,5,1,5,5,5,5,5,5,5,,,,,Daily,Daily,Weekly,Less than once a year,Weekly,Weekly,5,5,4,0,0,4,4,2,4,4,4
M,Russian Federation,Junior,Other,,IT,5,5,5,3,3,N,Y,N,N,N,N,N,N,N,N,N,4,4,4,2,,,,,NA,Y,Y,Y,Y,Y,Y,N,N,,N,N,N,N,N,N,N,,collab,,N,N,Y,N,,5,5,2,4,2,4,5,2,5,3,4,2,2,,,,,2,4,3,3,4,4,4,4,4,,,,,Daily,Weekly,Monthly,Once every 3 months,Weekly,Weekly,5,4,3,4,5,4,4,5,5,5,5
M,the United Kingdom of Great Britain and Nrthern Ireland,Junior,Other,,Accelerator Physics,5,5,5,4,3,Y,Y,Y,Y,N,N,N,N,N,N,N,5,5,5,2,,,,,NA,N,N,N,N,Y,Y,N,N,,N,N,N,N,N,N,N,,community,,Y,Y,N,N,,4,3,3,4,3,4,4,4,3,2,5,2,2,,,,,4,2,4,4,4,5,4,4,4,,,,,Daily,Weekly,Weekly,Monthly,Monthly,Once every 3 months,5,4,4,4,4,4,4,3,4,4,4
M,Brazil,Junior,Other,,Instrumentation,5,5,5,5,3,N,N,N,N,Y,N,N,N,N,N,N,5,5,5,3,,,,,NA,N,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,,funder,,N,Y,N,N,,4,5,4,5,4,5,4,5,5,4,5,5,2,,,,,4,5,2,2,3,3,3,3,3,,,,,Once every 3 months,Once a year,Weekly,Monthly,Weekly,Less than once a year,5,3,4,4,0,5,0,5,5,4,4
M,Netherlands,Junior,Other,,,5,5,5,5,3,Y,N,N,N,Y,N,N,N,N,N,N,5,4,5,2,,,,,NA,N,N,N,Y,Y,N,N,N,,N,N,N,N,N,N,N,,collab,,Y,Y,N,N,,4,5,4,5,5,4,5,5,5,5,5,2,2,,,,,3,5,2,2,4,2,2,2,2,,,,,Less than once a year,Less than once a year,Less than once a year,Daily,Once every 3 months,Daily,0,0,0,5,0,5,0,4,5,5,5
M,Italy,Senior,Other,,radiation detectors,4,4,5,5,3,Y,N,N,N,N,N,N,N,N,N,N,5,5,4,3,,,,,NA,N,N,N,N,Y,N,N,N,,N,N,N,N,N,N,N,,funder,,N,N,Y,N,,3,3,5,3,4,4,3,5,3,4,5,3,4,,,,,3,3,3,3,3,3,3,5,3,,,,,Less than once a year,Less than once a year,Less than once a year,Monthly,Weekly,Less than once a year,0,0,0,4,0,4,0,4,4,5,4
M,Bulgaria,Junior,Other,,Computing,5,5,5,3,3,Y,N,N,N,Y,N,N,N,N,N,N,5,5,5,5,,,,,NA,Y,Y,Y,N,N,N,N,N,,N,N,N,N,N,N,N,,community,,N,Y,N,N,,2,5,3,5,5,4,4,4,5,3,5,2,3,,,,,5,1,3,4,5,5,5,5,4,,,,,Daily,Twice a year,Daily,Daily,Daily,Less than once a year,5,3,5,4,0,5,0,5,5,5,1
M,Belgium,Junior,Other,,pheN/it,5,3,5,5,5,N,N,N,Y,Y,N,N,N,N,N,N,5,5,1,5,,,,,NA,Y,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,,funder,,Y,Y,N,N,,1,5,1,2,1,5,1,1,1,4,4,4,1,,,,,5,2,5,5,5,5,4,3,5,,,,,Daily,Daily,Weekly,Weekly,Weekly,Once a year,5,5,4,5,0,4,0,1,5,5,4
M,Italy,Senior,Other,,computing,5,5,1,5,4,N,N,N,Y,N,N,N,N,N,N,N,3,5,3,5,,,,,NA,N,N,N,N,Y,N,N,N,,N,N,N,N,N,N,N,,funder,,N,Y,N,N,,4,5,1,4,3,4,4,3,3,3,4,2,4,,,,,1,5,3,3,1,2,3,3,3,,,,,Daily,Daily,Weekly,Monthly,Monthly,Daily,3,2,5,5,0,5,5,3,5,5,3
M,Romania,Junior,Other,,,5,5,5,5,3,N,N,Y,N,N,N,N,N,N,N,N,5,5,5,3,,,,,NA,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,N,,individual,,N,Y,N,N,,2,5,5,3,1,1,1,1,1,1,5,3,1,,,,,4,5,5,3,4,5,5,5,5,,,,,Daily,Once every 3 months,Weekly,Once a year,Weekly,Less than once a year,5,3,2,3,4,3,0,2,4,5,4
F,Italy,Senior,Other,,superconducting accelerator magnets,4,3,3,1,1,Y,N,N,N,N,N,N,N,N,N,N,4,4,5,4,,,,,NA,N,N,N,N,Y,N,N,N,,N,N,N,N,N,N,N,,collab,,N,N,Y,N,,4,4,4,4,5,4,4,3,5,2,4,4,4,,,,,2,4,2,4,4,2,2,4,2,,,,,Less than once a year,Less than once a year,Less than once a year,Monthly,Daily,Less than once a year,0,0,0,4,0,4,0,3,2,4,4
M,Germany,Junior,Other,,Electronics Design,4,3,4,4,3,N,N,N,N,Y,N,N,N,N,N,N,2,3,3,2,,,,,NA,N,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,,collab,,Y,Y,N,N,,5,5,3,4,4,4,4,3,4,5,5,2,1,,,,,4,3,2,2,5,4,4,4,4,,,,,Daily,Less than once a year,Monthly,Less than once a year,Monthly,Less than once a year,5,0,5,4,0,4,0,4,5,4,3
M,Portugal,Senior,Other,,process control,5,5,5,3,4,N,N,N,N,Y,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,Y,N,N,N,N,N,,N,N,N,N,N,N,N,,collab,,N,Y,N,N,,3,4,4,4,4,4,4,4,1,4,4,1,2,,,,,3,4,4,4,4,4,4,4,4,,,,,Once a year,Once a year,Once a year,Once a year,Once a year,Once a year,4,4,4,4,4,4,4,4,4,4,4
M,Germany,Senior,Other,,Engineering,5,3,4,5,5,Y,N,N,Y,N,N,N,N,N,N,N,5,4,3,2,,,,,NA,N,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,,Other,"It depends (abuse, funding, owner, ...)",N,Y,N,N,,5,5,5,5,3,4,4,5,5,4,5,5,4,,,,,5,1,4,5,5,5,4,4,4,,,,How much addintional work will be created?,Less than once a year,Less than once a year,Monthly,Monthly,Monthly,Monthly,0,0,5,5,0,5,5,5,5,5,5
M,Belarus,Senior,Other,,particle penetration through matter/crystals,5,5,5,4,3,N,Y,N,N,N,N,N,N,N,N,N,5,5,5,4,,,,,NA,N,Y,Y,N,N,N,N,N,,N,N,N,N,N,N,N,,community,,Y,N,N,N,,4,5,4,5,5,4,4,5,5,4,4,4,4,,,,,4,5,4,3,4,4,3,4,4,,,,,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Once a year,Less than once a year,0,0,0,0,0,4,0,4,4,4,4
M,Greece,Senior,Other,,astroparticle physics,5,5,3,5,5,N,N,N,Y,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,,funder,,Y,N,N,N,,5,1,5,3,5,5,5,5,5,5,5,5,3,,,,,5,5,3,5,3,3,3,5,3,,,,,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,0,0,0,0,0,0,0,3,3,3,3
NA,United States of America,Junior,Other,,,5,3,5,3,3,N,N,N,N,Y,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,N,,collab,,N,N,Y,N,,3,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Finland,Junior,TH,,,5,5,4,3,3,N,N,N,N,N,Y,Y,Y,Y,N,N,4,4,4,4,,,,,5,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,,individual,,Y,Y,N,N,,4,4,2,4,5,4,5,2,3,2,5,3,3,,,,,2,5,2,3,,,,,,3,3,3,,Weekly,Less than once a year,Less than once a year,Less than once a year,Monthly,Monthly,4,0,0,0,0,5,0,4,4,4,4
M,the United Kingdom of Great Britain and Nrthern Ireland,Senior,TH,,,5,5,4,5,5,N,N,N,N,N,Y,Y,Y,Y,Y,N,4,4,4,2,,,,,5,Y,Y,Y,Y,Y,Y,N,N,,N,N,N,N,N,N,N,,individual,,Y,Y,N,N,,5,4,4,4,4,5,4,4,4,2,4,2,2,,,,,4,4,4,4,,,,,,4,4,4,,Weekly,Less than once a year,Weekly,Monthly,Weekly,Monthly,5,0,4,4,0,4,5,4,4,5,4
M,Italy,Junior,TH,,,3,3,3,1,1,N,N,N,N,N,N,N,N,N,N,Y,3,3,3,3,,,,,3,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,,individual,,N,N,Y,N,,3,3,3,3,3,3,3,3,3,5,3,5,5,,,,,3,3,3,3,,,,,,3,3,3,,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,0,0,0,0,0,0,0,3,3,3,3
NA,United States of America,Senior,TH,,,5,5,5,5,5,N,N,N,N,N,Y,Y,N,N,Y,N,5,5,5,2,,,,,4,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,,individual,,Y,Y,N,N,,3,4,1,3,5,5,5,4,4,2,5,1,1,,,,,4,2,5,4,,,,,,5,4,5,,Once a year,Less than once a year,Once every 3 months,Once a year,Monthly,Less than once a year,3,0,4,0,0,1,0,4,5,5,4
M,Slovenia,Junior,TH,,,5,5,5,5,2,N,N,N,N,N,Y,N,N,N,N,N,5,5,5,1,,,,,5,N,Y,Y,Y,Y,Y,N,N,,N,N,N,N,N,N,N,,funder,,Y,Y,N,N,,5,5,2,4,4,4,4,2,3,1,5,4,1,,,,,3,5,2,3,,,,,,2,3,4,,Once every 3 months,Less than once a year,Monthly,Monthly,Monthly,Less than once a year,5,0,5,4,0,5,0,5,5,5,5
M,the United Kingdom of Great Britain and Nrthern Ireland,Senior,TH,,,5,5,5,1,1,N,N,N,N,N,N,N,N,N,N,Y,5,5,1,5,,,,,1,Y,Y,Y,Y,Y,N,N,N,,N,N,N,N,N,N,N,,collab,,Y,Y,N,N,,4,4,4,4,5,4,5,4,3,3,5,3,3,,,,,2,5,2,4,,,,,,5,5,5,,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,0,0,0,0,0,0,0,5,5,5,4
M,the United Kingdom of Great Britain and Nrthern Ireland,Junior,TH,,,4,4,4,2,2,N,N,N,N,N,N,N,N,N,N,Y,3,2,3,3,,,,,3,N,N,N,Y,N,Y,N,N,,N,N,N,N,N,N,N,,collab,,Y,Y,N,N,,5,5,4,4,4,5,4,4,1,4,4,5,4,,,,,1,5,2,2,,,,,,2,2,2,,Monthly,Less than once a year,Once a year,Once every 3 months,Weekly,Less than once a year,3,0,3,3,0,5,0,4,4,4,2
M,Italy,Senior,TH,,,5,5,5,5,3,N,N,N,N,N,N,N,N,N,N,Y,5,5,4,5,,,,,4,N,N,N,N,Y,N,N,N,,N,N,N,N,N,N,N,,community,,N,Y,N,N,,4,2,4,5,5,5,4,4,4,3,5,4,1,,,,,3,4,2,1,,,,,,4,4,4,,Once a year,Once a year,Once a year,Once every 3 months,Monthly,Less than once a year,4,0,3,3,0,5,0,3,4,5,4
M,France,Junior,TH,,,5,5,5,3,5,N,N,N,N,N,N,N,Y,Y,Y,N,5,5,5,3,,,,,4,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,,community,,Y,Y,N,N,,4,4,3,5,5,5,2,3,1,4,5,1,1,,,,,4,2,5,5,,,,,,3,4,5,,Weekly,Less than once a year,Daily,Weekly,Weekly,Less than once a year,5,0,4,4,0,4,0,4,5,5,3
F,Portugal,Junior,TH,,,5,5,4,5,3,N,N,N,N,N,Y,Y,N,Y,N,N,3,3,3,4,,,,,5,N,N,N,N,N,N,N,Y,I think data and code should be treated separately. Research data: as soon as it is submitted to arXiv; Code: probably some time after the publication of the paper,N,N,N,N,N,N,N,,collab,,Y,Y,N,N,,5,5,5,5,4,3,3,4,3,3,4,5,4,,,,,3,5,3,3,,,,,,3,3,4,,Weekly,Less than once a year,Monthly,Weekly,Weekly,Less than once a year,5,0,4,5,2,5,0,3,5,5,5
M,Sweden,Senior,TH,,,5,5,5,3,3,N,N,N,N,N,Y,N,N,Y,N,N,5,5,5,5,,,,,5,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,,community,,Y,Y,N,N,,4,5,1,5,3,1,1,3,3,3,5,3,1,,,,,3,2,3,3,,,,,,3,3,5,,Daily,Twice a year,Twice a year,Twice a year,Monthly,Less than once a year,3,3,3,3,0,3,0,5,5,5,5
M,Republic of Korea,Senior,TH,,,5,5,5,5,4,N,N,N,N,N,Y,Y,N,N,N,N,5,4,4,4,,,,,5,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,N,,funder,,N,N,Y,N,,3,3,3,3,4,3,3,3,3,2,4,4,4,,,,,1,3,1,2,,,,,,4,3,3,,Less than once a year,Once every 3 months,Less than once a year,Less than once a year,Monthly,Less than once a year,0,4,0,0,0,4,0,5,3,3,5
M,Denmark,Junior,TH,,,5,5,5,5,5,N,N,N,N,N,Y,Y,Y,Y,Y,N,5,5,5,1,,,,,5,N,Y,N,Y,N,N,N,N,,N,N,N,N,N,N,N,,community,,Y,Y,N,N,,4,1,1,4,5,1,5,1,5,2,5,2,1,,,,,1,4,2,2,,,,,,5,5,5,,Daily,Less than once a year,Weekly,Less than once a year,Weekly,Once every 3 months,5,3,5,3,3,0,5,5,4,4,2
M,Portugal,Senior,TH,,,5,4,3,5,5,N,N,N,N,N,N,N,N,N,N,Y,5,5,3,5,,,,,3,N,Y,Y,Y,Y,N,N,N,,N,N,N,N,N,N,N,,community,,Y,Y,N,N,,4,3,5,5,5,4,4,5,3,4,4,5,3,,,,,4,5,1,3,,,,,,5,4,4,,Less than once a year,Less than once a year,Once a year,Less than once a year,Once a year,Less than once a year,0,0,4,0,0,4,0,2,4,5,5
M,Netherlands,Senior,TH,,,5,5,5,3,3,N,N,N,N,N,N,N,N,N,N,Y,4,4,3,4,,,,,3,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,N,,collab,,N,N,Y,N,,3,3,3,3,3,3,3,3,3,4,4,4,4,,,,,2,2,2,2,,,,,,3,3,3,N,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,0,0,0,0,0,0,0,1,1,1,1
M,Germany,Junior,TH,,,5,5,5,4,4,N,N,N,N,N,N,N,Y,N,N,N,4,4,4,4,,,,,4,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,,collab,,Y,N,N,N,,2,3,3,5,3,2,4,4,4,1,5,2,1,,,,,1,5,1,4,,,,,,4,5,5,,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Monthly,Weekly,0,0,0,0,0,5,5,3,4,5,4
M,Italy,Senior,TH,,,5,5,3,5,5,N,N,N,N,N,N,Y,N,N,N,N,5,4,5,2,,,,,5,N,Y,N,Y,N,N,N,N,,N,N,N,N,N,N,N,,community,,N,Y,N,N,,3,4,4,5,5,5,5,5,3,3,5,2,2,,,,,4,5,4,4,,,,,,3,3,4,,Less than once a year,Less than once a year,Monthly,Weekly,Weekly,Less than once a year,0,0,4,4,3,5,0,4,4,4,3
M,Australia,Junior,TH,,,5,5,5,4,4,N,N,N,N,N,Y,Y,N,Y,N,N,5,5,5,1,,,,,5,Y,N,N,N,Y,N,N,N,,N,N,N,N,N,N,N,,individual,,Y,Y,N,N,,5,4,4,4,5,5,4,3,3,4,5,5,1,,,,,3,2,4,4,,,,,,4,2,3,,Daily,Twice a year,Once every 3 months,Weekly,Weekly,Less than once a year,4,3,3,4,2,5,0,4,5,5,4
M,Germany,Senior,TH,,,5,4,4,4,4,N,N,N,N,N,Y,N,N,N,N,N,4,4,3,4,,,,,3,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,,collab,,N,N,Y,N,,3,4,4,4,5,4,4,3,3,5,5,4,1,,,,,2,5,2,4,,,,,,3,3,4,,Weekly,Less than once a year,Twice a year,Less than once a year,Once a year,Less than once a year,4,0,3,0,0,4,0,2,5,4,5
M,Czech Republic,Junior,TH,,,3,3,3,4,4,N,N,N,N,N,Y,Y,N,N,N,N,3,3,4,2,,,,,4,N,N,N,N,Y,N,N,N,,N,N,N,N,N,N,N,,collab,,N,Y,N,N,,4,4,3,4,4,4,4,4,4,4,4,3,2,,,,,4,3,3,4,,,,,,4,4,4,,Twice a year,Monthly,Once a year,Monthly,Once a year,Once a year,4,4,3,4,3,2,2,3,3,4,3
M,the United Kingdom of Great Britain and Nrthern Ireland,Senior,TH,,,5,5,5,4,4,N,N,N,N,N,Y,Y,Y,Y,N,N,5,5,5,4,,,,,5,N,Y,N,N,Y,N,N,N,,N,N,N,N,N,N,N,,funder,,Y,Y,N,N,,4,4,3,4,5,5,3,4,4,4,5,4,4,,,,,5,3,5,5,,,,,,3,3,4,,Once every 3 months,Less than once a year,Weekly,Weekly,Weekly,Less than once a year,5,0,5,5,3,5,3,5,4,5,4
M,Italy,Senior,TH,,,5,5,3,4,4,N,N,N,N,N,Y,N,N,N,N,N,5,5,5,2,,,,,5,N,N,N,N,Y,N,N,N,,N,N,N,N,N,N,N,,funder,,N,N,Y,N,,4,5,5,5,5,3,3,4,4,3,4,5,4,,,,,4,4,4,3,,,,,,4,4,4,,Less than once a year,Less than once a year,Less than once a year,Daily,Once a year,Less than once a year,0,0,0,5,0,5,0,4,5,5,3
M,France,Senior,TH,,,5,5,5,4,4,N,N,N,N,N,Y,N,N,N,Y,N,5,5,5,5,,,,,5,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,,individual,,N,Y,N,N,,5,3,4,5,5,3,3,3,3,3,5,4,3,,,,,5,3,5,5,,,,,,5,5,5,,Once every 3 months,Less than once a year,Weekly,Weekly,Weekly,Less than once a year,5,0,5,4,4,4,0,5,5,5,5
M,Poland,Senior,TH,,,5,5,5,5,5,N,N,N,N,N,N,N,N,N,N,Y,3,3,3,3,,,,,3,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,,community,,N,Y,N,N,,5,5,2,5,4,5,5,2,3,2,5,1,1,,,,,5,5,5,3,,,,,,2,3,4,,Once every 3 months,Less than once a year,Twice a year,Less than once a year,Weekly,Less than once a year,4,0,4,4,0,5,0,5,5,5,4
M,United States of America,Senior,TH,,,5,4,3,3,4,N,N,N,N,N,N,N,N,N,N,Y,2,2,2,2,,,,,2,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,,individual,,N,N,N,Y,"just has never come up, in my experience",3,3,3,3,3,3,3,3,3,5,4,2,1,,,,,1,4,1,2,,,,,,2,2,4,,Less than once a year,Less than once a year,Less than once a year,Once every 3 months,Monthly,Less than once a year,0,0,0,5,0,5,0,3,3,3,3
F,South Africa,Junior,TH,,,5,4,4,5,3,N,N,N,N,N,Y,N,N,N,N,N,5,4,3,4,,,,,3,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,,collab,,Y,N,N,N,,4,4,4,5,4,4,4,5,4,2,5,3,4,,,,,4,5,3,3,,,,,,5,5,5,,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Weekly,Less than once a year,0,0,0,0,4,4,0,5,5,5,3
M,Slovakia,Senior,TH,,,5,5,5,3,4,N,N,N,N,N,Y,N,N,N,N,N,5,5,5,5,,,,,5,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,N,,individual,,N,Y,N,N,,1,2,2,1,1,1,1,1,1,2,5,2,2,,,,,4,3,4,4,,,,,,5,5,5,,Daily,Less than once a year,Less than once a year,Less than once a year,Once every 3 months,Less than once a year,5,0,4,3,3,2,0,5,5,5,4
M,France,Senior,TH,,,5,5,4,4,4,N,N,N,N,N,Y,Y,N,Y,N,N,5,5,4,3,,,,,5,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,N,,funder,,Y,N,N,N,,3,4,4,5,5,4,4,5,3,2,5,2,3,,,,,4,3,4,3,,,,,,3,3,4,,Once a year,Less than once a year,Monthly,Weekly,Daily,Less than once a year,4,0,4,5,0,5,0,5,5,5,5
M,Nrway,Junior,TH,,,4,4,5,5,3,N,N,N,N,N,Y,Y,Y,N,N,N,4,4,4,3,,,,,4,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,N,,collab,,N,Y,N,N,,5,3,3,5,4,4,4,4,5,3,5,4,3,,,,,1,4,4,4,,,,,,4,4,4,,Weekly,Less than once a year,Less than once a year,Monthly,Less than once a year,Less than once a year,3,0,4,4,4,4,0,1,3,4,3
