id,Gender,Country,Seniority,Field,OS_BeneDiscipline,OS_BeneIndividual,OS_BenePublic,OA_ChSeeking,OA_ChSub,OD_aware,OD_seeking,OD_using,OD_sharing,OD_none,OD_publish,OD_anyone,OD_helpful,OD_dontaffect,Who_decide,Sharing_asked,Sharing_shared,Sharing_never,Sharing_not_interested,Sharing_addedwork,Sharing_rights,Sharing_competition,Sharing_quality,Sharing_essential,Sharing_selfeval,Sharing_request,Sharing_responsiblyused,Sharing_required,Doc_askpeople,Doc_reproduc,Doc_unproductive,Doc_unuseful,Rev_coderev,Rev_qualitynotaffect,Rev_doc,Rev_docreadywhenpublish,Tool_codemanage,Tool_issuetracker,Tool_docmanage,Tool_coediting,Tool_eventmanage,Tool_notebook,Happy_codemanage,Happy_issuetracker,Happy_docmanage,Happy_coediting,Happy_refmanage,Happy_eventmanage,Happy_notebook,Tool_endorsement,Tool_efficient,Tool_easy,Tool_peers
108,Male,the United Kingdom of Great Britain and Northern Ireland,Junior,Theory,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,No,No,No,No,Yes,Neutral,Somewhat disagree,Neutral,Neutral,Collab,Yes,Yes,No,No,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Not at all affect,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Monthly,Less than once a year,Once a year,Once every 3 months,Weekly,Less than once a year,Neither satisfied nor dissatisfied,No experience,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Rarely affect
109,Male,Italy,Senior,Theory,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,No,No,No,No,Yes,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Community,No,Yes,No,No,Somewhat affect,Rarely affect,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Strongly agree,Somewhat agree,Strongly disagree,Neutral,Somewhat agree,Somewhat disagree,Strongly disagree,Once a year,Once a year,Once a year,Once every 3 months,Monthly,Less than once a year,Moderately satisfied,No experience,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Very satisfied,No experience,Neutral,Somewhat affect,Affect a lot,Somewhat affect
138,Male,France,Junior,Theory,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,No,No,Yes,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Neutral,Community,Yes,Yes,No,No,Somewhat affect,Somewhat affect,Neutral,Affect a lot,Affect a lot,Affect a lot,Rarely affect,Neutral,Not at all affect,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Weekly,Less than once a year,Daily,Weekly,Weekly,Less than once a year,Very satisfied,No experience,Moderately satisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Neutral
139,Female,Portugal,Junior,Theory,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neutral,Yes,Yes,Yes,No,No,Neutral,Neutral,Strongly agree,Somewhat agree,Collab,Yes,Yes,No,No,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Neutral,Neutral,Somewhat affect,Neutral,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Strongly agree,Neutral,Neutral,Weekly,Less than once a year,Monthly,Weekly,Weekly,Less than once a year,Very satisfied,No experience,Moderately satisfied,Very satisfied,Moderately dissatisfied,Very satisfied,No experience,Neutral,Affect a lot,Affect a lot,Affect a lot
150,Male,Sweden,Senior,Theory,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,No,Yes,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Community,Yes,Yes,No,No,Somewhat affect,Affect a lot,Not at all affect,Affect a lot,Neutral,Not at all affect,Not at all affect,Neutral,Neutral,Neutral,Strongly agree,Neutral,Strongly disagree,Neutral,Somewhat disagree,Neutral,Neutral,Daily,Twice a year,Twice a year,Twice a year,Monthly,Less than once a year,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Neither satisfied nor dissatisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
151,Male,Republic of Korea,Senior,Theory,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Yes,Yes,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Funders,No,No,Yes,No,Neutral,Neutral,Neutral,Neutral,Somewhat affect,Neutral,Neutral,Neutral,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neutral,Strongly disagree,Somewhat disagree,Less than once a year,Once every 3 months,Less than once a year,Less than once a year,Monthly,Less than once a year,No experience,Moderately satisfied,No experience,No experience,No experience,Moderately satisfied,No experience,Affect a lot,Neutral,Neutral,Affect a lot
156,Male,Denmark,Junior,Theory,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Community,Yes,Yes,No,No,Somewhat affect,Not at all affect,Not at all affect,Somewhat affect,Affect a lot,Not at all affect,Affect a lot,Not at all affect,Affect a lot,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Daily,Less than once a year,Weekly,Less than once a year,Weekly,Once every 3 months,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Very satisfied,Affect a lot,Somewhat affect,Somewhat affect,Rarely affect
158,Male,Portugal,Senior,Theory,Strongly agree,Somewhat agree,Neutral,Strongly agree,Strongly agree,No,No,No,No,Yes,Strongly agree,Strongly agree,Neutral,Strongly agree,Community,Yes,Yes,No,No,Somewhat affect,Neutral,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Strongly agree,Strongly disagree,Neutral,Less than once a year,Less than once a year,Once a year,Less than once a year,Once a year,Less than once a year,No experience,No experience,Moderately satisfied,No experience,No experience,Moderately satisfied,No experience,Rarely affect,Somewhat affect,Affect a lot,Affect a lot
169,Male,Netherlands,Senior,Theory,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,No,No,No,No,Yes,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Collab,No,No,Yes,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,No experience,No experience,No experience,No experience,No experience,No experience,No experience,Not at all affect,Not at all affect,Not at all affect,Not at all affect
196,Male,Germany,Junior,Theory,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,No,No,Yes,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Collab,Yes,No,No,No,Rarely affect,Neutral,Neutral,Affect a lot,Neutral,Rarely affect,Somewhat affect,Somewhat affect,Somewhat affect,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Monthly,Weekly,No experience,No experience,No experience,No experience,No experience,Very satisfied,Very satisfied,Neutral,Somewhat affect,Affect a lot,Somewhat affect
210,Male,Italy,Senior,Theory,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,No,Yes,No,No,No,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Community,No,Yes,No,No,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Neutral,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Less than once a year,Less than once a year,Monthly,Weekly,Weekly,Less than once a year,No experience,No experience,Moderately satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Very satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Neutral
211,Male,Australia,Junior,Theory,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Yes,Yes,Yes,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Individual,Yes,Yes,No,No,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Neutral,Neutral,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Daily,Twice a year,Once every 3 months,Weekly,Weekly,Less than once a year,Moderately satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Moderately dissatisfied,Very satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
214,Male,Germany,Senior,Theory,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Collab,No,No,Yes,No,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Neutral,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Weekly,Less than once a year,Twice a year,Less than once a year,Once a year,Less than once a year,Moderately satisfied,No experience,Neither satisfied nor dissatisfied,No experience,No experience,Moderately satisfied,No experience,Rarely affect,Affect a lot,Somewhat affect,Affect a lot
236,Male,Czech Republic,Junior,Theory,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Yes,Yes,No,No,No,Neutral,Neutral,Somewhat agree,Somewhat disagree,Collab,No,Yes,No,No,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Neutral,Neutral,Somewhat agree,Twice a year,Monthly,Once a year,Monthly,Once a year,Once a year,Moderately satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Moderately dissatisfied,Moderately dissatisfied,Neutral,Neutral,Somewhat affect,Neutral
265,Male,the United Kingdom of Great Britain and Northern Ireland,Senior,Theory,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Yes,Yes,Yes,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Funders,Yes,Yes,No,No,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Affect a lot,Affect a lot,Neutral,Somewhat affect,Somewhat affect,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Once every 3 months,Less than once a year,Weekly,Weekly,Weekly,Less than once a year,Very satisfied,No experience,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect
283,Male,Italy,Senior,Theory,Strongly agree,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Yes,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Funders,No,No,Yes,No,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Neutral,Neutral,Somewhat affect,Somewhat affect,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Less than once a year,Less than once a year,Less than once a year,Daily,Once a year,Less than once a year,No experience,No experience,No experience,Very satisfied,No experience,Very satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Neutral
300,Male,France,Senior,Theory,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Yes,No,No,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Individual,No,Yes,No,No,Affect a lot,Neutral,Somewhat affect,Affect a lot,Affect a lot,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Somewhat agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Once every 3 months,Less than once a year,Weekly,Weekly,Weekly,Less than once a year,Very satisfied,No experience,Very satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
314,Male,Poland,Senior,Theory,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,Yes,Neutral,Neutral,Neutral,Neutral,Community,No,Yes,No,No,Affect a lot,Affect a lot,Rarely affect,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Rarely affect,Neutral,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Once every 3 months,Less than once a year,Twice a year,Less than once a year,Weekly,Less than once a year,Moderately satisfied,No experience,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
328,Male,United States of America,Senior,Theory,Strongly agree,Somewhat agree,Neutral,Neutral,Somewhat agree,No,No,No,No,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Individual,No,No,No,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Less than once a year,Less than once a year,Less than once a year,Once every 3 months,Monthly,Less than once a year,No experience,No experience,No experience,Very satisfied,No experience,Very satisfied,No experience,Neutral,Neutral,Neutral,Neutral
331,Female,South Africa,Junior,Theory,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Yes,No,No,No,No,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Collab,Yes,No,No,No,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat disagree,Strongly agree,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Neutral,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Weekly,Less than once a year,No experience,No experience,No experience,No experience,Moderately satisfied,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Neutral
346,Male,Slovakia,Senior,Theory,Strongly agree,Strongly agree,Strongly agree,Neutral,Somewhat agree,Yes,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Individual,No,Yes,No,No,Not at all affect,Rarely affect,Rarely affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Daily,Less than once a year,Less than once a year,Less than once a year,Once every 3 months,Less than once a year,Very satisfied,No experience,Moderately satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately dissatisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
354,Male,France,Senior,Theory,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,Yes,Yes,No,No,Strongly agree,Strongly agree,Strongly agree,Neutral,Funders,Yes,No,No,No,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Somewhat agree,Neutral,Once a year,Less than once a year,Monthly,Weekly,Daily,Less than once a year,Moderately satisfied,No experience,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
361,Male,Norway,Junior,Theory,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,Yes,Yes,Yes,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Collab,No,Yes,No,No,Affect a lot,Neutral,Neutral,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Neutral,Strongly agree,Somewhat agree,Neutral,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Weekly,Less than once a year,Less than once a year,Monthly,Less than once a year,Less than once a year,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,Not at all affect,Neutral,Somewhat affect,Neutral
400,Male,Germany,Senior,Theory,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,No,No,Yes,No,No,Strongly agree,Strongly agree,Neutral,Somewhat disagree,Collab,No,Yes,No,No,Somewhat affect,Rarely affect,Rarely affect,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Not at all affect,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Twice a year,Less than once a year,Less than once a year,Less than once a year,Monthly,Less than once a year,No experience,No experience,No experience,No experience,No experience,Moderately satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Rarely affect
407,Prefer not to say,Germany,Senior,Theory,Strongly agree,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Collab,No,Yes,No,No,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Daily,Less than once a year,Weekly,Less than once a year,Monthly,Less than once a year,Moderately satisfied,No experience,Neither satisfied nor dissatisfied,No experience,Moderately dissatisfied,Neither satisfied nor dissatisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
423,Male,Russian Federation,Junior,Theory,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Funders,No,Yes,No,No,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Not at all affect,Not at all affect,Affect a lot,Affect a lot
425,Male,France,Junior,Theory,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Yes,Yes,Yes,No,No,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Individual,Yes,Yes,No,No,Somewhat affect,Not at all affect,Affect a lot,Rarely affect,Rarely affect,Somewhat affect,Affect a lot,Affect a lot,Not at all affect,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Once a year,Less than once a year,Once every 3 months,Weekly,Weekly,Less than once a year,Moderately satisfied,No experience,Very satisfied,Very satisfied,No experience,Very satisfied,No experience,Neutral,Neutral,Somewhat affect,Affect a lot
